Pic Link,Dex Number,Name,Type 1,Type 2,Mega,Form,Evolves,Hp,Attack,Defense,Sp. Attk,Sp. Def,Speed,Weaknesses,,,,,,
https://cdn.bulbagarden.net/upload/thumb/e/e8/142Aerodactyl.png/250px-142Aerodactyl.png,142,Aerodactyl,Rock,Flying,Yes,$,,80,105,65,60,75,130,Rock,Steel,Water,Electric,Ice,,
https://cdn.bulbagarden.net/upload/thumb/f/fb/143Snorlax.png/250px-143Snorlax.png,143,Snorlax,Normal,$,$,$,,160,110,65,65,110,30,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/4/4e/144Articuno.png/250px-144Articuno.png,144,Articuno,Ice,Flying,$,$,,90,85,100,95,125,85,Rock,Steel,Fire,Electric,,,
https://cdn.bulbagarden.net/upload/thumb/e/e3/145Zapdos.png/250px-145Zapdos.png,145,Zapdos,Electric,Flying,$,$,,90,90,85,125,90,100,Rock,Ice,,,,,
https://cdn.bulbagarden.net/upload/thumb/1/1b/146Moltres.png/250px-146Moltres.png,146,Moltres,Fire,Flying,$,$,,90,100,90,125,85,90,Rock,Water,Electric,,,,
https://cdn.bulbagarden.net/upload/thumb/c/cc/147Dratini.png/250px-147Dratini.png,147,Dratini,Dragon,$,$,$,30,41,64,45,50,50,50,Ice,Dragon,Fairy,,,,
https://cdn.bulbagarden.net/upload/thumb/9/93/148Dragonair.png/250px-148Dragonair.png,148,Dragonair,Dragon,$,$,$,55,61,84,65,70,70,70,Ice,Dragon,Fairy,,,,
https://cdn.bulbagarden.net/upload/thumb/8/8b/149Dragonite.png/250px-149Dragonite.png,149,Dragonite,Dragon,Flying,$,$,,91,134,95,100,100,80,Rock,Ice,Dragon,Fairy,,,
https://cdn.bulbagarden.net/upload/thumb/7/78/150Mewtwo.png/250px-150Mewtwo.png,150,Mewtwo,Psychic,$,Yes X and Y,$,,106,110,90,154,90,130,Bug,Ghost,Dark,,,,
https://cdn.bulbagarden.net/upload/thumb/b/b1/151Mew.png/250px-151Mew.png,151,Mew,Psychic,$,$,$,,100,100,100,100,100,100,Bug,Ghost,Dark,,,,
https://cdn.bulbagarden.net/upload/thumb/b/bf/152Chikorita.png/250px-152Chikorita.png,152,Chikorita,Grass,$,$,$,16,45,49,65,49,65,45,Flying,Poison,Bug,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/c/ca/153Bayleef.png/250px-153Bayleef.png,153,Bayleef,Grass,$,$,$,32,60,62,80,63,80,60,Flying,Poison,Bug,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/d/d1/154Meganium.png/250px-154Meganium.png,154,Meganium,Grass,$,$,$,,80,82,100,83,100,80,Flying,Poison,Bug,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/9/9b/155Cyndaquil.png/250px-155Cyndaquil.png,155,Cyndaquil,Fire,$,$,$,14,39,52,43,60,50,65,Ground,Rock,Water,,,,
https://cdn.bulbagarden.net/upload/thumb/b/b6/156Quilava.png/250px-156Quilava.png,156,Quilava,Fire,$,$,$,36,58,64,58,80,65,80,Ground,Rock,Water,,,,
https://cdn.bulbagarden.net/upload/thumb/4/47/157Typhlosion.png/250px-157Typhlosion.png,157,Typhlosion,Fire,$,$,$,,78,84,78,109,85,100,Ground,Rock,Water,,,,
https://cdn.bulbagarden.net/upload/thumb/d/df/158Totodile.png/250px-158Totodile.png,158,Totodile,Water,$,$,$,18,50,65,64,44,48,43,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/a/a5/159Croconaw.png/250px-159Croconaw.png,159,Croconaw,Water,$,$,$,30,65,80,80,59,63,58,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/d/d5/160Feraligatr.png/250px-160Feraligatr.png,160,Feraligatr,Water,$,$,$,,85,105,100,79,83,78,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/c/c5/161Sentret.png/250px-161Sentret.png,161,Sentret,Normal,$,$,$,15,35,46,34,35,45,20,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/4/4b/162Furret.png/250px-162Furret.png,162,Furret,Normal,$,$,$,,85,76,64,45,55,90,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/5/53/163Hoothoot.png/250px-163Hoothoot.png,163,Hoothoot,Normal,Flying,$,$,20,60,30,30,36,56,50,Rock,Electric,Ice,,,,
https://cdn.bulbagarden.net/upload/thumb/f/fa/164Noctowl.png/250px-164Noctowl.png,164,Noctowl,Normal,Flying,$,$,,100,50,50,86,96,70,Rock,Electric,Ice,,,,
https://cdn.bulbagarden.net/upload/thumb/b/bb/165Ledyba.png/250px-165Ledyba.png,165,Ledyba,Bug,Flying,$,$,18,40,20,30,40,80,55,Flying,Rock,Fire,Electric,Ice,,
https://cdn.bulbagarden.net/upload/thumb/5/5b/166Ledian.png/250px-166Ledian.png,166,Ledian,Bug,Flying,$,$,,55,35,50,55,110,85,Flying,Rock,Fire,Electric,Ice,,
https://cdn.bulbagarden.net/upload/thumb/7/75/167Spinarak.png/250px-167Spinarak.png,167,Spinarak,Bug,Poison,$,$,22,40,60,40,40,40,30,Flying,Rock,Fire,Psychic,,,
https://cdn.bulbagarden.net/upload/thumb/7/76/168Ariados.png/250px-168Ariados.png,168,Ariados,Bug,Poison,$,$,,70,90,70,60,70,40,Flying,Rock,Fire,Psychic,,,
https://cdn.bulbagarden.net/upload/thumb/1/17/169Crobat.png/250px-169Crobat.png,169,Crobat,Poison,Flying,$,$,,85,90,80,70,80,130,Rock,Electric,Psychic,Ice,,,
https://cdn.bulbagarden.net/upload/thumb/d/d9/170Chinchou.png/250px-170Chinchou.png,170,Chinchou,Water,Electric,$,$,27,75,38,38,56,56,67,Ground,Grass,,,,,
https://cdn.bulbagarden.net/upload/thumb/9/9b/171Lanturn.png/250px-171Lanturn.png,171,Lanturn,Water,Electric,$,$,,125,58,58,76,76,67,Ground,Grass,,,,,
https://cdn.bulbagarden.net/upload/thumb/b/b9/172Pichu.png/250px-172Pichu.png,172,Pichu,Electric,$,$,$,Friendship,20,40,15,35,35,60,Ground,,,,,,
https://cdn.bulbagarden.net/upload/thumb/e/e4/173Cleffa.png/250px-173Cleffa.png,173,Cleffa,Fairy,$,$,$,Friendship,50,25,28,45,55,15,Poison,Steel,,,,,
https://cdn.bulbagarden.net/upload/thumb/4/4d/174Igglybuff.png/250px-174Igglybuff.png,174,Igglybuff,Normal,Fairy,$,$,Friendship,90,30,15,40,20,15,Poison,Steel,,,,,
https://cdn.bulbagarden.net/upload/thumb/6/6b/175Togepi.png/250px-175Togepi.png,175,Togepi,Fairy,$,$,$,Friendship,35,20,65,40,65,20,Poison,Steel,,,,,
https://cdn.bulbagarden.net/upload/thumb/1/11/176Togetic.png/250px-176Togetic.png,176,Togetic,Fairy,Flying,$,$,Shiny Stone,55,40,85,80,105,40,Poison,Rock,Steel,Electric,Ice,,
https://cdn.bulbagarden.net/upload/thumb/5/5b/177Natu.png/250px-177Natu.png,177,Natu,Psychic,Flying,$,$,25,40,50,45,70,45,70,Rock,Ghost,Electric,Ice,Dark,,
https://cdn.bulbagarden.net/upload/thumb/f/f4/178Xatu.png/250px-178Xatu.png,178,Xatu,Psychic,Flying,$,$,,65,75,70,95,70,95,Rock,Ghost,Electric,Ice,Dark,,
https://cdn.bulbagarden.net/upload/thumb/6/6b/179Mareep.png/250px-179Mareep.png,179,Mareep,Electric,$,$,$,15,55,40,40,65,45,35,Ground,,,,,,
https://cdn.bulbagarden.net/upload/thumb/6/6f/180Flaaffy.png/250px-180Flaaffy.png,180,Flaffy,Electric,$,$,$,30,70,55,55,80,60,45,Ground,,,,,,
https://cdn.bulbagarden.net/upload/thumb/4/47/181Ampharos.png/250px-181Ampharos.png,181,Ampharos,Electric,$,Yes,$,,90,75,85,115,90,55,Ground,,,,,,
https://cdn.bulbagarden.net/upload/thumb/c/cd/182Bellossom.png/250px-182Bellossom.png,182,Bellossom,Grass,$,$,$,,75,80,95,90,100,50,Flying,Poison,Bug,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/4/42/183Marill.png/250px-183Marill.png,183,Marill,Water,Fairy,$,$,18,70,20,50,20,50,40,Poison,Grass,Electric,,,,
https://cdn.bulbagarden.net/upload/thumb/a/a5/184Azumarill.png/250px-184Azumarill.png,184,Azumarill,Water,Fairy,$,$,,100,50,80,60,80,50,Poison,Grass,Electric,,,,
https://cdn.bulbagarden.net/upload/thumb/1/1e/185Sudowoodo.png/250px-185Sudowoodo.png,185,Sudowoodo,Rock,$,$,$,,70,100,115,30,65,30,Fighting,Ground,Steel,Water,Grass,,
https://cdn.bulbagarden.net/upload/thumb/a/a4/186Politoed.png/250px-186Politoed.png,186,Politoed,Water,$,$,$,,90,75,75,90,100,70,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/f/f8/187Hoppip.png/250px-187Hoppip.png,187,Hoppip,Grass,Flying,$,$,18,35,35,40,35,55,50,Flying,Poison,Rock,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/4/4f/188Skiploom.png/250px-188Skiploom.png,188,Skiploom,Grass,Flying,$,$,27,55,45,50,45,65,80,Flying,Poison,Rock,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/5/5e/189Jumpluff.png/250px-189Jumpluff.png,189,Jumpluff,Grass,Flying,$,$,,75,55,70,55,95,110,Flying,Poison,Rock,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/4/42/190Aipom.png/250px-190Aipom.png,190,Aipom,Normal,$,$,$,Know Double Hit,55,70,55,40,55,85,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/9/95/191Sunkern.png/250px-191Sunkern.png,191,Sunkern,Grass,$,$,$,Sun Stone,30,30,30,30,30,30,Flying,Poison,Bug,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/9/98/192Sunflora.png/250px-192Sunflora.png,192,Sunflora,Grass,$,$,$,,75,75,55,105,85,30,Flying,Poison,Bug,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/d/dd/193Yanma.png/250px-193Yanma.png,193,Yanma,Bug,Flying,$,$,Know Ancient Power,65,65,45,75,45,95,Flying,Rock,Fire,Electric,Ice,,
https://cdn.bulbagarden.net/upload/thumb/7/78/194Wooper.png/250px-194Wooper.png,194,Wooper,Water,Ground,$,$,20,55,45,45,25,25,15,Grass,,,,,,
https://cdn.bulbagarden.net/upload/thumb/a/a4/195Quagsire.png/250px-195Quagsire.png,195,Quagsire,Water,Ground,$,$,,95,85,85,65,65,35,Grass,,,,,,
https://cdn.bulbagarden.net/upload/thumb/a/a7/196Espeon.png/250px-196Espeon.png,196,Espeon,Psychic,$,$,$,Friendship Day,65,65,60,130,95,110,Bug,Ghost,Dark,,,,
https://cdn.bulbagarden.net/upload/thumb/3/3d/197Umbreon.png/250px-197Umbreon.png,197,Umbreon,Dark,$,$,$,Friendship Night,95,65,110,60,130,65,Fighting,Bug,Fairy,,,,
https://cdn.bulbagarden.net/upload/thumb/3/33/198Murkrow.png/250px-198Murkrow.png,198,Murkrow,Dark,Flying,$,$,Dusk Stone,60,85,42,85,42,91,Rock,Electric,Ice,Fairy,,,
https://cdn.bulbagarden.net/upload/thumb/e/e1/199Slowking.png/250px-199Slowking.png,199,Slowking,Water,Psychic,$,$,,95,75,80,100,110,30,Bug,Ghost,Grass,Electric,Dark,,
https://cdn.bulbagarden.net/upload/thumb/b/be/200Misdreavus.png/250px-200Misdreavus.png,200,Misdreavus,Ghost,$,$,$,Dusk Stong,60,60,60,85,85,85,Ghost,Dark,,,,,
https://cdn.bulbagarden.net/upload/thumb/7/77/201Unown.png/250px-201Unown.png,201,Unown,Psychic,$,$,$,,48,72,48,72,48,48,Bug,Ghost,Dark,,,,
https://cdn.bulbagarden.net/upload/thumb/1/17/202Wobbuffet.png/250px-202Wobbuffet.png,202,Wobbuffet,Psychic,$,$,$,,190,33,58,33,58,33,Bug,Ghost,Dark,,,,
https://cdn.bulbagarden.net/upload/thumb/1/11/203Girafarig.png/250px-203Girafarig.png,203,Girafarig,Normal,Psychic,$,$,,70,80,65,90,65,85,Bug,Dark,,,,,
https://cdn.bulbagarden.net/upload/thumb/0/0b/204Pineco.png/250px-204Pineco.png,204,Pineco,Bug,$,$,$,31,50,65,90,35,35,15,Flying,Rock,Fire,,,,
https://cdn.bulbagarden.net/upload/thumb/6/68/205Forretress.png/250px-205Forretress.png,205,Forretress,Bug,Steel,$,$,,75,90,140,60,60,40,Fire,,,,,,
https://cdn.bulbagarden.net/upload/thumb/2/20/206Dunsparce.png/250px-206Dunsparce.png,206,Dunsparce,Normal,$,$,$,,100,70,70,65,65,45,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/0/04/207Gligar.png/250px-207Gligar.png,207,Gligar,Ground,Flying,$,$,Razor Fang at Night,65,75,105,35,65,85,Water,Ice,,,,,
https://cdn.bulbagarden.net/upload/thumb/b/ba/208Steelix.png/250px-208Steelix.png,208,Steelix,Steel,Ground,Yes,$,Metal Coat Trade,75,85,200,55,65,30,Fighting,Ground,Fire,Water,,,
https://cdn.bulbagarden.net/upload/thumb/7/7f/209Snubbull.png/250px-209Snubbull.png,209,Snubbull,Fairy,$,$,$,23,60,80,50,40,40,30,Poison,Steel,,,,,
https://cdn.bulbagarden.net/upload/thumb/b/b1/210Granbull.png/250px-210Granbull.png,210,Granbull,Fairy,$,$,$,,90,120,75,60,60,45,Poison,Steel,,,,,
https://cdn.bulbagarden.net/upload/thumb/2/21/211Qwilfish.png/250px-211Qwilfish.png,211,Qwilfish,Water,Poison,$,$,,65,95,85,55,55,85,Ground,Electric,Psychic,,,,
https://cdn.bulbagarden.net/upload/thumb/5/55/212Scizor.png/250px-212Scizor.png,212,Scizor,Bug,Steel,Yes,$,,70,130,100,55,80,65,Fire,,,,,,
https://cdn.bulbagarden.net/upload/thumb/c/c7/213Shuckle.png/250px-213Shuckle.png,213,Shuckle,Bug,Rock,$,$,,20,10,230,10,230,5,Rock,Steel,Water,,,,
https://cdn.bulbagarden.net/upload/thumb/4/47/214Heracross.png/250px-214Heracross.png,214,Heracross,Bug,Fighting,Yes,$,,80,125,75,40,95,85,Flying,Fire,Psychic,Fairy,,,
https://cdn.bulbagarden.net/upload/thumb/7/71/215Sneasel.png/250px-215Sneasel.png,215,Sneasel,Dark,Ice,$,$,Razor Claw at Night,55,95,55,35,75,115,Fighting,Rock,Bug,Steel,Fire,Fairy,
https://cdn.bulbagarden.net/upload/thumb/e/e9/216Teddiursa.png/250px-216Teddiursa.png,216,Teddiursa,Normal,$,$,$,30,60,80,50,50,50,40,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/e/e9/217Ursaring.png/250px-217Ursaring.png,217,Ursaring,Normal,$,$,$,,90,130,75,75,75,55,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/6/68/218Slugma.png/250px-218Slugma.png,218,Slugma,Fire,$,$,$,38,40,40,40,70,40,20,Ground,Rock,Water,,,,
https://cdn.bulbagarden.net/upload/thumb/6/65/219Magcargo.png/250px-219Magcargo.png,219,Magcargo,Fire,Rock,$,$,,60,50,120,90,80,30,Fighting,Ground,Rock,Water,,,
https://cdn.bulbagarden.net/upload/thumb/b/b5/220Swinub.png/250px-220Swinub.png,220,Swinub,Ice,Ground,$,$,33,50,50,40,30,30,50,Fighting,Steel,Fire,Water,Grass,,
https://cdn.bulbagarden.net/upload/thumb/4/49/221Piloswine.png/250px-221Piloswine.png,221,Piloswine,Ice,Ground,$,$,Know Ancient Power,100,100,80,60,60,50,Fighting,Steel,Fire,Water,Grass,,
https://cdn.bulbagarden.net/upload/thumb/f/fc/222Corsola.png/250px-222Corsola.png,222,Corsola,Water,Rock,$,$,,65,55,95,65,95,35,Fighting,Ground,Grass,Electric,,,
https://cdn.bulbagarden.net/upload/thumb/9/95/223Remoraid.png/250px-223Remoraid.png,223,Remoraid,Water,$,$,$,25,35,65,35,65,35,65,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/c/cb/224Octillery.png/250px-224Octillery.png,224,Octillery,Water,$,$,$,,75,105,75,105,75,45,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/3/3f/225Delibird.png/250px-225Delibird.png,225,Delibird,Ice,Flying,$,$,,45,55,45,65,45,75,Rock,Steel,Fire,Electric,,,
https://cdn.bulbagarden.net/upload/thumb/c/c5/226Mantine.png/250px-226Mantine.png,226,Mantine,Water,Flying,$,$,,85,40,70,80,140,70,Rock,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/3/35/227Skarmory.png/250px-227Skarmory.png,227,Skarmory,Steel,Flying,$,$,,65,80,140,40,70,70,Fire,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/5/53/228Houndour.png/250px-228Houndour.png,228,Houndour,Dark,Fire,$,$,24,45,60,30,80,50,65,Fighting,Ground,Rock,Water,,,
https://cdn.bulbagarden.net/upload/thumb/5/51/229Houndoom.png/250px-229Houndoom.png,229,Houndoom,Dark,Fire,Yes,$,,75,90,50,110,80,95,Fighting,Ground,Rock,Water,,,
https://cdn.bulbagarden.net/upload/thumb/3/3c/230Kingdra.png/250px-230Kingdra.png,230,Kingdra,Water,Dragon,$,$,,75,95,95,95,95,85,Dragon,Fairy,,,,,
https://cdn.bulbagarden.net/upload/thumb/d/d3/231Phanpy.png/250px-231Phanpy.png,231,Phanpy,Ground,$,$,$,25,90,60,60,40,40,40,Water,Grass,Ice,,,,
https://cdn.bulbagarden.net/upload/thumb/5/53/232Donphan.png/250px-232Donphan.png,232,Donphan,Ground,$,$,$,,90,120,120,60,60,50,Water,Grass,Ice,,,,
https://cdn.bulbagarden.net/upload/thumb/9/99/233Porygon2.png/250px-233Porygon2.png,233,Porygon2,Normal,$,$,$,Dubious Disc Trade,85,80,90,105,95,60,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/5/50/234Stantler.png/250px-234Stantler.png,234,Stantler,Normal,$,$,$,,73,95,62,85,65,85,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/9/92/235Smeargle.png/250px-235Smeargle.png,235,Smeargle,Normal,$,$,$,,55,20,35,20,45,75,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/c/c7/236Tyrogue.png/250px-236Tyrogue.png,236,Tyrogue,Fighting,$,$,$,,35,35,35,35,35,35,Flying,Psychic,Fairy,,,,
https://cdn.bulbagarden.net/upload/thumb/9/94/237Hitmontop.png/250px-237Hitmontop.png,237,Hitmontop,Fighting,$,$,$,20: Attack = Defense,50,95,95,35,110,70,Flying,Psychic,Fairy,,,,
https://cdn.bulbagarden.net/upload/thumb/0/0e/238Smoochum.png/250px-238Smoochum.png,238,Smoochum,Ice,Psychic,$,$,30,45,30,15,85,65,65,Rock,Bug,Ghost,Steel,Fire,Dark,
https://cdn.bulbagarden.net/upload/thumb/5/5d/239Elekid.png/250px-239Elekid.png,239,Elekid,Electric,$,$,$,30,45,63,37,65,55,95,Ground,,,,,,
https://cdn.bulbagarden.net/upload/thumb/c/cb/240Magby.png/250px-240Magby.png,240,Magby,Fire,$,$,$,30,45,75,37,70,55,83,Ground,Rock,Water,,,,
https://cdn.bulbagarden.net/upload/thumb/1/13/241Miltank.png/250px-241Miltank.png,241,Miltank,Normal,$,$,$,,95,80,105,40,70,100,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/5/56/242Blissey.png/250px-242Blissey.png,242,Blissey,Normal,$,$,$,,255,10,10,75,135,55,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/c/c1/243Raikou.png/250px-243Raikou.png,243,Raikou,Electric,$,$,$,,90,85,75,115,100,115,Ground,,,,,,
https://cdn.bulbagarden.net/upload/thumb/f/f9/244Entei.png/250px-244Entei.png,244,Entei,Fire,$,$,$,,115,115,85,90,75,100,Ground,Rock,Water,,,,
https://cdn.bulbagarden.net/upload/thumb/d/da/245Suicune.png/250px-245Suicune.png,245,Suicune,Water,$,$,$,,100,75,115,90,115,85,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/7/70/246Larvitar.png/250px-246Larvitar.png,246,Larvitar,Rock,Ground,$,$,30,50,64,50,45,50,41,Fighting,Ground,Steel,Water,Grass,Ice,
https://cdn.bulbagarden.net/upload/thumb/a/a1/247Pupitar.png/250px-247Pupitar.png,247,Pupitar,Rock,Ground,$,$,55,70,84,70,65,70,51,Fighting,Ground,Steel,Water,Grass,Ice,
https://cdn.bulbagarden.net/upload/thumb/8/82/248Tyranitar.png/250px-248Tyranitar.png,248,Tyranitar,Rock,Dark,Yes,$,,100,134,110,95,100,61,Fighting,Ground,Bug,Steel,Water,Grass,Fairy
https://cdn.bulbagarden.net/upload/thumb/4/44/249Lugia.png/250px-249Lugia.png,249,Lugia,Psychic,Flying,$,$,,106,90,130,90,154,110,Rock,Ghost,Electric,Ice,Dark,,
https://cdn.bulbagarden.net/upload/thumb/6/67/250Ho-Oh.png/250px-250Ho-Oh.png,250,Ho-Oh,Fire,Flying,$,$,,106,130,90,110,154,90,Rock,Water,Electric,,,,
https://cdn.bulbagarden.net/upload/thumb/e/e7/251Celebi.png/250px-251Celebi.png,251,Celebi,Psychic,Grass,$,$,,100,100,100,100,100,100,Flying,Poison,Bug,Ghost,Fire,Ice,Dark
https://cdn.bulbagarden.net/upload/thumb/2/2c/252Treecko.png/250px-252Treecko.png,252,Treecko,Grass,$,$,$,16,40,45,35,65,55,70,Flying,Poison,Bug,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/e/ea/253Grovyle.png/250px-253Grovyle.png,253,Grovyle,Grass,$,$,$,36,50,65,45,85,65,95,Flying,Poison,Bug,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/3/3e/254Sceptile.png/250px-254Sceptile.png,254,Sceptile,Grass,$,Yes,$,,70,85,65,105,85,120,Flying,Poison,Bug,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/9/91/255Torchic.png/250px-255Torchic.png,255,Torchic,Fire,$,$,$,16,45,60,40,70,50,45,Ground,Rock,Water,,,,
https://cdn.bulbagarden.net/upload/thumb/2/29/256Combusken.png/250px-256Combusken.png,256,Combusken,Fire,Fighting,$,$,36,60,85,60,85,60,55,Flying,Ground,Water,Psychic,,,
https://cdn.bulbagarden.net/upload/thumb/9/90/257Blaziken.png/250px-257Blaziken.png,257,Blaziken,Fire,Fighting,Yes,$,,80,120,70,110,70,80,Flying,Ground,Water,Psychic,,,
https://cdn.bulbagarden.net/upload/thumb/6/60/258Mudkip.png/250px-258Mudkip.png,258,Mudkip,Water,$,$,$,16,50,70,50,50,50,40,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/2/27/259Marshtomp.png/250px-259Marshtomp.png,259,Marshtomp,Water,Ground,$,$,36,70,85,70,60,70,50,Grass,,,,,,
https://cdn.bulbagarden.net/upload/thumb/b/b6/260Swampert.png/250px-260Swampert.png,260,Swampert,Water,Ground,Yes,$,,100,110,90,85,90,60,Grass,,,,,,
https://cdn.bulbagarden.net/upload/thumb/f/fc/261Poochyena.png/250px-261Poochyena.png,261,Poochyena,Dark,$,$,$,18,35,55,35,30,30,35,Fighting,Bug,Fairy,,,,
https://cdn.bulbagarden.net/upload/thumb/f/f1/262Mightyena.png/250px-262Mightyena.png,262,Mightyena,Dark,$,$,$,,70,90,70,60,60,70,Fighting,Bug,Fairy,,,,
https://cdn.bulbagarden.net/upload/thumb/4/47/263Zigzagoon.png/250px-263Zigzagoon.png,263,Zigzagoon,Normal,$,$,$,20,38,30,41,30,41,60,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/f/f7/264Linoone.png/250px-264Linoone.png,264,Linoone,Normal,$,$,$,,78,70,61,50,61,100,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/7/76/265Wurmple.png/250px-265Wurmple.png,265,Wurmple,Bug,$,$,$,7,45,45,35,20,30,20,Flying,Rock,Fire,,,,
https://cdn.bulbagarden.net/upload/thumb/e/ef/266Silcoon.png/250px-266Silcoon.png,266,Silcoon,Bug,$,$,$,10,50,35,55,25,25,15,Flying,Rock,Fire,,,,
https://cdn.bulbagarden.net/upload/thumb/4/4c/267Beautifly.png/250px-267Beautifly.png,267,Beautifly,Bug,Flying,$,$,,60,70,50,100,50,65,Flying,Rock,Fire,Electric,Ice,,
https://cdn.bulbagarden.net/upload/thumb/a/a3/268Cascoon.png/250px-268Cascoon.png,268,Cascoon,Bug,$,$,$,10,50,35,55,25,25,15,Flying,Rock,Fire,,,,
https://cdn.bulbagarden.net/upload/thumb/3/34/269Dustox.png/250px-269Dustox.png,269,Dustox,Bug,Poison,$,$,,60,50,70,50,90,65,Flying,Rock,Fire,Psychic,,,
https://cdn.bulbagarden.net/upload/thumb/e/ee/270Lotad.png/250px-270Lotad.png,270,Lotad,Water,Grass,$,$,14,40,30,30,40,50,30,Flying,Poison,Bug,,,,
https://cdn.bulbagarden.net/upload/thumb/8/8b/271Lombre.png/250px-271Lombre.png,271,Lombre,Water,Grass,$,$,Water Stone,60,50,50,60,70,50,Flying,Poison,Bug,,,,
https://cdn.bulbagarden.net/upload/thumb/f/ff/272Ludicolo.png/250px-272Ludicolo.png,272,Ludicolo,Water,Grass,$,$,,80,70,70,90,100,70,Flying,Poison,Bug,,,,
https://cdn.bulbagarden.net/upload/thumb/8/84/273Seedot.png/250px-273Seedot.png,273,Seedot,Grass,$,$,$,14,40,40,50,30,30,30,Flying,Poison,Bug,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/0/07/274Nuzleaf.png/250px-274Nuzleaf.png,274,Nuzleaf,Grass,Dark,$,$,Leaf Stone,70,70,40,60,40,60,Fighting,Flying,Poison,Bug,Fire,Ice,Fairy
https://cdn.bulbagarden.net/upload/thumb/f/f7/275Shiftry.png/250px-275Shiftry.png,275,Shiftry,Grass,Dark,$,$,,90,100,60,90,60,80,Fighting,Flying,Poison,Bug,Fire,Ice,Fairy
https://cdn.bulbagarden.net/upload/thumb/e/e4/276Taillow.png/250px-276Taillow.png,276,Tailow,Normal,Flying,$,$,22,40,55,30,30,30,85,Rock,Electric,Ice,,,,
https://cdn.bulbagarden.net/upload/thumb/4/45/277Swellow.png/250px-277Swellow.png,277,Swellow,Normal,Flying,$,$,,60,85,60,75,50,125,Rock,Electric,Ice,,,,
https://cdn.bulbagarden.net/upload/thumb/3/39/278Wingull.png/250px-278Wingull.png,278,Wingull,Water,Flying,$,$,25,40,30,30,55,30,85,Rock,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/f/f2/279Pelipper.png/250px-279Pelipper.png,279,Pelipper,Water,Flying,$,$,,60,50,100,95,70,65,Rock,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/e/e1/280Ralts.png/250px-280Ralts.png,280,Ralts,Psychic,Fairy,$,$,20,28,25,25,45,35,40,Poison,Ghost,Steel,,,,
https://cdn.bulbagarden.net/upload/thumb/0/00/281Kirlia.png/250px-281Kirlia.png,281,Kirlia,Psychic,Fairy,$,$,30 / Dawn Stone if Male,38,35,35,65,55,50,Poison,Ghost,Steel,,,,
https://cdn.bulbagarden.net/upload/thumb/9/99/282Gardevoir.png/250px-282Gardevoir.png,282,Gardevoir,Psychic,Fairy,Yes,$,,68,65,65,125,115,80,Poison,Ghost,Steel,,,,
https://cdn.bulbagarden.net/upload/thumb/f/f6/283Surskit.png/250px-283Surskit.png,283,Surskit,Bug,Water,$,$,22,40,30,32,50,52,65,Flying,Rock,Electric,,,,
https://cdn.bulbagarden.net/upload/thumb/0/0a/284Masquerain.png/250px-284Masquerain.png,284,Masquerain,Bug,Flying,$,$,,70,60,62,100,82,80,Flying,Rock,Fire,Electric,Ice,,
